set,cardNumber,name,category,bucket,capabilities,unmappedOps,reasons,effectText
OP14,OP14-020,Dracule Mihawk,leader,needsPrimitive,addPower+rest,unrecognized,,"If your opponent's Leader has the <Slash> attribute, this Leader gains +1000 power.[Activate: Main] [Once Per Turn] You may rest 1 of your cards: If there is a Character with a cost of 5 or more, set up to 3 of your DON!! cards as active. Then, you cannot play Character cards during this turn."
OP14,OP14-021,Issho,character,defer,,unrecognized,custom-trigger,"[Your Turn] When this Character becomes rested, you may add 1 card from the top of your Life cards to your hand. If you do, up to 1 of your opponent's rested Characters or Stages will not become active in your opponent's next Refresh Phase."
OP14,OP14-029,Tashigi,character,defer,rest+addPower,,replacement-effect,"[Opponent's Turn] If this Character would be removed from the field by your opponent's effect, you may rest 1 of your cards instead.[Activate: Main] [Once Per Turn] You may rest 2 of your cards: This Character gains +2000 power until the end of your opponent's next End Phase."
OP14,OP14-031,Nami,character,needsPrimitive,addKeyword+rest,unrecognized,,"[Blocker][On Play] Rest up to 2 of your opponent's Characters with a cost of 8 or less. Then, set up to 5 of your DON!! cards as active at the end of this turn."
OP14,OP14-033,Perona,character,needsPrimitive,rest+playFromHand,unrecognized,,[On Play] Up to 2 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next End Phase.[On K.O.] You may rest 1 of your cards: Play up to 1 green Character card with a cost of 5 or less from your hand.
OP14,OP14-034,Monkey.D.Luffy,character,defer,addPower+rest,,replacement-effect,"[Your Turn] All of your green {Straw Hat Crew} type Characters with a base cost of 4 or more gain +1000 power.[Once Per Turn] If your {Straw Hat Crew} type Character would be K.O.'d by your opponent's effect, you may rest 1 of your Characters instead."
OP14,OP14-036,"Strive to Surpass me, Roronoa Zoro!!!",event,expressible,addPower+rest,,,[Counter] You may rest 1 of your cards: Up to 1 of your Leader or Character cards gains +4000 power during this battle. [Trigger] You may rest 1 of your cards: Rest up to 1 of your opponent's Characters with 7000 base power or less.
OP14,OP14-041,Boa Hancock,leader,defer,draw+playFromHand,,custom-trigger,"[Opponent's Turn] When you play a Character, draw 1 card.[DON!! x1] [Once Per Turn] When one of your {Amazon Lily} or {Kuja Pirates} type Characters with 5000 base power or more is K.O.'d, add up to 1 card from the top of your opponent's Life cards to the owner's hand."
OP14,OP14-048,Shiryu,character,expressible,moveCards+trashFromHand,,,"[On Play] Return up to 1 of your opponent's Characters to the owner's hand. Then, trash all cards from your hand."
OP14,OP14-053,Vista,character,defer,addKeyword,unrecognized,dynamic-scaling,"[Blocker][Opponent's Turn] If you have 7 or less cards in your hand, this Character's base power becomes the same as your Leader's base power."
OP14,OP14-060,Donquixote Doflamingo,leader,needsPrimitive,,unrecognized,,[On Your Opponent's Attack] [Once Per Turn] DON!! −1: Select your Leader or 1 of your {Donquixote Pirates} type Characters. Change the attack target to the selected card.
OP14,OP14-062,Gladius,character,expressible,rest,,,[On K.O.] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. or rest up to 1 of your opponent's Characters with a base power of 6000 or less.
OP14,OP14-065,Senor Pink,character,needsPrimitive,,unrecognized,,[On K.O.] Your opponent returns 1 DON!! card from their field to their DON!! deck.
OP14,OP14-068,Trebol,character,expressible,rest+addDonFromDeck,,,"[Opponent's Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, if your Leader has the {Donquixote Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it."
OP14,OP14-069,Donquixote Doflamingo,character,expressible,ko,,,"[On Play] DON!! −3: Choose one:• If your Leader has the {Donquixote Pirates} type, K.O. up to 1 of your opponent's Characters with a cost of 8 or less.• Up to 3 of your opponent's Characters with a cost of 7 or less cannot be rested until the end of your opponent's next End Phase."
OP14,OP14-070,Buffalo,character,defer,,unrecognized,custom-trigger,"When this Character becomes rested by your opponent's Character's effect, you may return 1 DON!! card from your field to your DON!! deck. If you do, set this Character as active.[Blocker]"
OP14,OP14-077,Penta-Chromatic String,event,expressible,addPower+rest+addDonFromDeck,,,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if your opponent has a Character with 6000 power or more, add up to 1 DON!! card from your DON!! deck and rest it."
OP14,OP14-078,Bullet String,event,expressible,addPower,,,"[Counter] DON!! −1: If your Leader has the {Donquixote Pirates} type, up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, that card gains an additional +2000 power during this turn."
OP14,OP14-079,Crocodile,leader,needsPrimitive,addCost+ko+trashFromHand,unrecognized,,"All of your opponent's Characters cannot be removed from the field by your effects.[Activate: Main] [Once Per Turn] You may K.O. 1 of your Characters with a type including ""Baroque Works"": Give up to 1 of your opponent's Characters −10 cost during this turn. Then, you may trash 2 cards from the top of your deck."
OP14,OP14-080,Gecko Moria,leader,expressible,addPower+ko+trashFromHand+moveCards,,,[Activate: Main] [Once Per Turn] You may K.O. 1 of your {Thriller Bark Pirates} type Characters: Your Leader and all of your Characters gain +1000 power during this turn.[When Attacking] You may trash 3 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.
OP14,OP14-082,Oinkchuck,character,expressible,addCost+trashFromHand+playFromHand,,,[On K.O.] All of your {Thriller Bark Pirates} type Characters gain +4 cost until the end of your opponent's next End Phase. [Trigger] Play up to 1 {Thriller Bark Pirates} type Character card with a cost of 2 or less from your trash rested.
OP14,OP14-086,Miss Doublefinger(Zala),character,expressible,addPower+addCost+trashFromHand,,,"If you have 7 or more cards in your trash, this Character gains +1000 power, and all of your Characters with a type including ""Baroque Works"" gain +2 cost."
OP14,OP14-091,Mr.2.Bon.Kurei(Bentham),character,expressible,trashFromHand+playFromHand,,,"[On K.O.] Play up to 1 Character card with a type including ""Baroque Works"" and a cost of 5 or less other than [Mr.2.Bon.Kurei(Bentham)] from your hand or trash."
OP14,OP14-092,Mr.3(Galdino),character,defer,trashFromHand,,replacement-effect,"[Opponent's Turn] [Once Per Turn] If this Character would be K.O.'d, you may place 3 cards from your trash at the bottom of your deck in any order instead."
OP14,OP14-093,Mr.4(Babe),character,expressible,addKeyword+trashFromHand,,,"[Blocker][On K.O.] Add up to 1 Character card with a type including ""Baroque Works"" and a cost of 8 or less from your trash to your hand."
OP14,OP14-094,Mr.5(Gem),character,expressible,addKeyword+draw+trashFromHand,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If there is a Character with a cost of 0 or with a cost of 8 or more, draw 2 cards and trash 1 card from your hand."
OP14,OP14-096,Ground Death,event,expressible,rest+addPower+trashFromHand,,,"[Main] You may rest 2 of your DON!! cards: Negate the effect of up to 1 of your opponent's Characters with a cost of 5 or less during this turn.[Counter] If you have 10 or more cards in your trash, up to 1 of your Leader or Character cards gains +4000 power during this battle."
OP14,OP14-098,Crescent Cutlass,event,expressible,addCost+addPower,,,"[Main] If there is a Character with a cost of 0 or with a cost of 8 or more, all of your Characters with a type including ""Baroque Works"" gain +3 cost until the end of your opponent's next End Phase.[Counter] Your Leader gains +3000 power during this battle."
OP14,OP14-103,Gloriosa (Grandma Nyon),character,expressible,moveCards+playFromHand,,,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards. [Trigger] Play this card.
OP14,OP14-105,Gorgon Sisters,character,expressible,giveDon+playFromHand,,,"[Activate: Main] [Once Per Turn] You may reveal 3 {Amazon Lily} or {Kuja Pirates} type cards from your hand: Give your Leader and all of your Characters up to 1 rested DON!! card each. [Trigger] If your Leader has the {Kuja Pirates} type, play this card."
OP14,OP14-115,Rindo,character,needsPrimitive,moveCards+playFromHand,unrecognized,,"[Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards. Then, you take 1 damage. [Trigger] If your Leader has the {Kuja Pirates} type, play this card."
OP14,OP14-119,Dracule Mihawk,character,defer,addPower+trashFromHand,unrecognized,custom-trigger,"[Your Turn] When this Character becomes rested, up to 1 of your opponent's Characters with a cost of 9 or less cannot be rested until the end of your opponent's next End Phase.[On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +2000 power during this battle."
OP15,OP15-002,Lucy,leader,needsPrimitive,trashFromHand+addPower+draw,unrecognized,,"[When Attacking]/[On Your Opponent's Attack] You may trash any number of Event or Stage cards from your hand. This Leader gains +1000 power during this battle for every card trashed.[Activate: Main] [Once Per Turn] If you have activated an Event with a base cost of 3 or more during this turn, draw 1 card."
OP15,OP15-008,Krieg,character,needsPrimitive,addKeyword+addPower,unrecognized,,"[On Play] Give up to 3 of your opponent's rested DON!! cards to 1 of your opponent's Characters. Then, this Character gains [Rush] during this turn.[Activate: Main] [Once Per Turn] If this Character was played on this turn, give all of your opponent's Characters −1000 power during this turn for every DON!! card given to that Character."
OP15,OP15-009,Koby,character,defer,addPower,,replacement-effect,"If your Character with 7000 base power or less would be removed from the field by your opponent's effect, you may give your Leader −2000 power during this turn instead."
OP15,OP15-022,Brook,leader,defer,trashFromHand,unrecognized,custom-trigger,"Under the rules of this game, you do not lose when your deck has 0 cards. You lose at the end of the turn in which your deck becomes 0 cards.[Activate: Main] [Once Per Turn] Trash 4 cards from the top of your deck. Then, if your deck has 0 cards, set up to 1 of your Characters as active."
OP15,OP15-023,Arlong,character,needsPrimitive,giveDon,unrecognized,,[On K.O.] Up to 2 of your opponent's rested cards will not become active in your opponent's next Refresh Phase.[Activate: Main] [Once Per Turn] You may give 1 of your opponent's rested DON!! cards to 1 of your opponent's Characters: Give up to 1 DON!! card from its owner's cost area to its owner's Leader or 1 of their Characters.
OP15,OP15-025,Kuro,character,needsPrimitive,addKeyword+giveDon,unrecognized,,"[Blocker][On Play] Give up to 2 DON!! cards from your opponent's cost area to 1 of your opponent's Characters. Then, at the end of this turn, up to 1 rested Character with 3 or more DON!! cards given will not become active in your opponent's next Refresh Phase."
OP15,OP15-029,Bartholomew Kuma,character,needsPrimitive,,unrecognized,,[On Play] Up to 1 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next End Phase.
OP15,OP15-031,Purinpurin,character,defer,,unrecognized,dynamic-scaling,"[On Play] Select up to 1 of your opponent's rested Characters. If the chosen Character has a cost equal to the number of DON!! cards given to it, K.O. it."
OP15,OP15-033,Hody Jones,character,needsPrimitive,,unrecognized,,"[On Play] Set your {Fish-Man} type Leader as active. Then, add 1 card from the top of your Life cards to your hand."
OP15,OP15-035,Laboon,character,defer,rest,,replacement-effect,"If your Character with 7000 base power or less would be removed from the field by your opponent's effect, you may rest 2 of your cards instead."
OP15,OP15-038,It's an Order! Do Not Defy Me!!!,event,needsPrimitive,addPower,unrecognized,,[Main] Up to 1 of your opponent's rested Characters with a cost of 8 or less that has 2 or more DON!! cards given will not become active in your opponent's next Refresh Phase.[Counter] Up to 1 of your [Krieg] cards gains +4000 power during this battle.
OP15,OP15-046,Sabo,character,needsPrimitive,addKeyword,unrecognized,,"[Blocker][On Play] If your Leader has the {Dressrosa} type, activate up to 1 {Dressrosa} type Event from your hand."
OP15,OP15-048,Chinjao,character,needsPrimitive,draw+trashFromHand,unrecognized,,[On Play] You may trash 1 Event from your hand: Draw 2 cards.[Opponent's Turn] [On K.O.] Your opponent places 1 card from their hand at the bottom of their deck.
OP15,OP15-052,Leo,character,defer,,unrecognized,replacement-effect,"If your Character with 7000 base power or less would be removed from the field by your opponent's effect, you may place 1 of your Characters at the bottom of the owner's deck instead."
OP15,OP15-058,Enel,leader,needsPrimitive,addDonFromDeck+giveDon,unrecognized,,"Under the rules of this game, your DON!! deck consists of 6 cards.[Activate: Main] [Once Per Turn] If it is your second turn or later, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 4 additional DON!! cards and rest them. Then, give up to 4 rested DON!! cards to 1 of your Characters."
OP15,OP15-069,Nola,character,defer,,unrecognized,replacement-effect,"If your Character with 7000 base power or less would be removed from the field by your opponent's effect, you may return 1 DON!! card from your field to your DON!! deck instead."
OP15,OP15-079,Absalom,character,needsPrimitive,trashFromHand,unrecognized,,[On K.O.] Add up to 1 {Thriller Bark Pirates} type card from your trash to your hand. [Trigger] Activate this card's [On K.O.] effect.
OP15,OP15-090,Perona,character,defer,trashFromHand,,replacement-effect,"If your Character with 7000 base power or less would be removed from the field by your opponent's effect, you may trash 1 card from your hand instead."
OP15,OP15-094,Roronoa Zoro,character,defer,trashFromHand,,replacement-effect,"If your {Straw Hat Crew} type Character other than this Character would be removed from the field by your opponent's effect, you may trash this Character instead.[Blocker]"
OP15,OP15-098,Monkey.D.Luffy,leader,defer,,unrecognized,replacement-effect,"If your {Sky Island} type Character with 6000 base power or more would be removed from the field by your opponent, you may add 1 card from the top of your Life cards to your hand instead."
OP15,OP15-105,Jewelry Bonney,character,defer,,unrecognized,replacement-effect,"If your Character with 7000 base power or less would be removed from the field by your opponent's effect, you may add 1 card from the top of your Life cards to your hand instead."
OP15,OP15-119,Monkey.D.Luffy,character,defer,addKeyword+addPower,,custom-trigger,"If you have 6 or more DON!! cards on your field, this Character gains [Rush].When your opponent activates an Event or [Blocker], reveal up to 1 card from the top of your Life cards. This Character gains +1000 power during this turn per 1 cost on the revealed card."
OP16,OP16-001,Portgas.D.Ace,leader,expressible,addKeyword,,,"[Activate: Main] [Once Per Turn] Up to 1 of your [Monkey.D.Luffy] Characters or up to 1 of your Characters with a type including ""Whitebeard Pirates"", with 8000 power or more, gains [Rush] during this turn."
OP16,OP16-005,Thatch,character,expressible,addCost,,,"If you have a Character with 8000 power or more and a type including ""Whitebeard Pirates"", give this card in your hand −3 cost.[Blocker]"
OP16,OP16-007,Jozu,character,expressible,addKeyword+addPower,,,[Blocker][On Play] You may reveal 1 Character card with 8000 power from your hand: Give up to 1 of your opponent's Characters −1000 power during this turn.
OP16,OP16-008,Squard,character,expressible,ko+trashFromHand,,,[On Play] You may trash 1 of your Characters with 10000 base power: K.O. up to 1 of your opponent's Characters with 8000 power or less.
OP16,OP16-009,Speed Jil,character,expressible,addPower+addKeyword+trashFromHand,,,[On Play] You may trash 1 Character card with 8000 power from your hand: This Character gains [Rush] and +2000 power until the end of your opponent's next End Phase.
OP16,OP16-010,Namule,character,expressible,ko,,,[On Play] You may reveal 1 Character card with 8000 power from your hand: K.O. up to 1 of your opponent's Characters with 2000 base power or less.
OP16,OP16-011,Vista,character,expressible,draw+ko,,,[On Play] You may reveal 1 Character card with 8000 power from your hand: Draw 1 card.[DON!! x1] [When Attacking] K.O. up to 2 of your opponent's Characters with 2000 base power or less.
OP16,OP16-012,Benn.Beckman,character,expressible,addKeyword+rest+playFromHand,,,"[Blocker][On Play] You may rest 1 of your DON!! cards: If your Leader has the {Red-Haired Pirates} type and you have 10 DON!! cards on your field, play up to 1 [Shanks] from your hand."
OP16,OP16-014,Marco,character,defer,ko+trashFromHand,,replacement-effect,"If one of your Characters would be removed from the field by your opponent's effect, you may K.O. this Character instead.[On K.O.] You may trash 1 Character card with 8000 power from your hand: Play this Character card from your trash."
OP16,OP16-015,Monkey.D.Luffy,character,expressible,addCost+trashFromHand,,,"If your Leader's card name includes ""Ace"" and you have 6 or more DON!! cards on your field, give this card in your hand −2 cost.[On Your Opponent's Attack] You may trash 1 Character card with 8000 power from your hand: Your Leader and this Character's base power becomes 7000 during this turn."
OP16,OP16-017,LittleOars Jr.,character,expressible,addPower,,,"If you have no Characters with a type including ""Whitebeard Pirates"" and a cost of 8 or more, give this Character −4000 power.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP16,OP16-018,Rockstar,character,defer,trashFromHand,,replacement-effect,"[Once Per Turn] If your {Red-Haired Pirates} type Character would be K.O.'d, you may trash 1 Character card with 6000 power or more from your hand instead."
OP16,OP16-020,If You're Coming with Me... Kiss Your Lives Goodbye!!,event,expressible,draw+rest+addPower+trashFromHand,,,[Main] You may rest 1 of your DON!! cards and reveal 1 Character card with 8000 power from your hand: Draw 1 card.[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.
OP16,OP16-022,Monkey.D.Luffy,leader,needsPrimitive,,unrecognized,,"[Activate: Main] [Once Per Turn] If the only Characters on your field are {Impel Down} type Characters, set up to 2 of your DON!! cards as active."
OP16,OP16-024,Inazuma,character,defer,rest,,custom-trigger,"When this Character is K.O.'d by your opponent's effect, rest up to 1 of your opponent's Characters.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP16,OP16-030,Trafalgar Law,character,needsPrimitive,,unrecognized,,[On Play] Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase.[End of Your Turn] Set all of your green Characters with a cost of 5 or less as active.
OP16,OP16-032,Boa Hancock,character,needsPrimitive,addKeyword,unrecognized,,[Unblockable] (This card cannot be blocked.)[On Play] Up to 1 of your opponent's Characters other than [Monkey.D.Luffy] cannot be rested until the end of your opponent's next End Phase.
OP16,OP16-033,Morley,character,defer,rest,,replacement-effect,"If this Character would be K.O.'d, you may rest 2 of your cards instead.[Unblockable] (This card cannot be blocked.)"
OP16,OP16-034,Monkey.D.Luffy,character,defer,addPower+searchTopDeck,unrecognized,dynamic-scaling,"[DON!! x1] [Your Turn] This Character gains +1000 power for each of your Characters with a different card name.[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Impel Down} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP16,OP16-039,Gum-Gum Twin Jet Pistol,event,expressible,addKeyword+rest,,,"[Main] Up to 1 of your [Monkey.D.Luffy] cards gains [Double Attack] during this turn. Then, if your Leader has the {Impel Down} type, rest up to 2 of your opponent's Characters with a cost of 3 or less. [Trigger] Rest your opponent's Leader."
OP16,OP16-041,Buggy,leader,defer,playFromHand,unrecognized,custom-trigger,[DON!! x1] [Once Per Turn] This effect can be activated when your {Impel Down} type Character card is removed from the field. Play up to 1 [Prisoner of Impel Down] card from your hand.
OP16,OP16-042,Prisoner of Impel Down,character,needsPrimitive,,unrecognized,,"Under the rules of this game, you may have any number of this card in your deck."
OP16,OP16-045,Crocodile,character,expressible,addKeyword+moveCards+playFromHand,,,[Blocker][On Play] You may return 1 of your Characters with a cost of 2 or more to the owner's hand: Play up to 1 {Impel Down} type Character card with a cost of 2 or less from your hand.
OP16,OP16-047,Donquixote Doflamingo,character,expressible,rest,,,"[Activate: Main] You may rest this Character: If your opponent has 8 or more cards in their hand, they place 2 cards from their hand at the bottom of their deck in any order."
OP16,OP16-050,Miss Olive,character,expressible,addKeyword+draw+trashFromHand+moveCards,,,[Blocker][On Play] You may return 1 of your Characters with a cost of 2 or more to the owner's hand: Draw 2 cards and trash 1 card from your hand.
OP16,OP16-058,The Prisoners Are Rioting!!,event,needsPrimitive,addPower,unrecognized,,"[Main] If you have 10 DON!! cards on your field, all of your [Prisoner of Impel Down] cards' base power becomes 7000 during this turn.[Counter] Up to 1 of your [Buggy] gains +4000 power during this battle."
OP16,OP16-060,Sengoku,leader,expressible,playFromHand,,,[Activate: Main] You may return 8 of your active DON!! cards to your DON!! deck: Play up to 3 {Admiral} type Character cards with different card names from your hand.
OP16,OP16-065,Sakazuki,character,expressible,addPower+rest+addDonFromDeck,,,"[On Play] DON!! −1: Give up to 1 of your opponent's Characters −6000 power until the end of your opponent's next End Phase.[Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards: If your Leader has the {Navy} type, add up to 2 DON!! cards from your DON!! deck and set them as active."
OP16,OP16-070,Donquixote Rosinante,character,expressible,addKeyword+rest+addDonFromDeck,,,"[Blocker][On Play] You may rest 2 of your DON!! cards: If your Leader has the {Navy} type, add up to 1 DON!! card from your DON!! deck and rest it."
OP16,OP16-073,Borsalino,character,needsPrimitive,rest+addDonFromDeck+addKeyword,unrecognized,,"[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it.[End of Your Turn] DON!! −2: Set this Character as active. Then, this Character gains [Blocker] until the end of your opponent's next End Phase."
OP16,OP16-074,Magellan,character,needsPrimitive,,unrecognized,,"[On Play] If your Leader has the {Impel Down} type, your opponent returns 1 DON!! card from their field to their DON!! deck.[On K.O.] Your opponent returns 4 DON!! cards from their field to their DON!! deck."
OP16,OP16-075,Monkey.D.Garp,character,expressible,rest+addDonFromDeck,,,"[On Play] If your Leader has the {Navy} type, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it."
OP16,OP16-079,Yamato,leader,expressible,addKeyword+trashFromHand,,,"When a {Land of Wano} type Character card is played from your trash, that Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
OP16,OP16-080,Marshall.D.Teach,leader,needsPrimitive,addCost+trashFromHand,unrecognized,,[Opponent's Turn] All of your Characters gain +1 cost.[On Your Opponent's Attack] [Once Per Turn] You may trash 1 card with a [Trigger] from your hand: Change the target of that attack to this Leader or to one of your {Blackbeard Pirates} type Character cards.
OP16,OP16-084,Kouzuki Momonosuke,character,expressible,trashFromHand+playFromHand,,,"[Activate: Main] You may trash this Character with a cost of 20 or more: If you have 9 or more DON!! cards on your field, play up to 1 [Kouzuki Momonosuke] with a cost of 9 from your trash."
OP16,OP16-087,Shinobu,character,expressible,draw+addCost+trashFromHand,,,"[On Play] You may trash this Character: If your Leader has the {Land of Wano} type, draw 1 card and up to 1 of your [Kouzuki Momonosuke] gains +20 cost during this turn."
OP16,OP16-102,Avalo Pizarro,character,needsPrimitive,draw+trashFromHand+playFromHand,unrecognized,,"[On K.O.] Draw 1 card, then play up to 1 [Fullalead] from your hand or trash. [Trigger] Activate this card's [On K.O.] effect."
OP16,OP16-115,Black Vortex,event,needsPrimitive,trashFromHand,unrecognized,,"[Main] If your Leader has the {Blackbeard Pirates} type, add up to 1 card with a [Trigger] other than [Black Vortex] from your trash to your hand. [Trigger] Negate the effect of up to 1 of your opponent's Leader or Character cards during this turn."
OP16,OP16-117,Black Hole,event,needsPrimitive,trashFromHand,unrecognized,,[Main] You may trash 1 card with a [Trigger] from your hand: Negate the effects of up to 1 of your opponent's Characters with a cost of 8 or less during this turn. [Trigger] Add up to 1 {Blackbeard Pirates} type card from your trash to your hand.
OP16,OP16-119,Marshall.D.Teach,character,needsPrimitive,searchTopDeck+moveCards+ko,unrecognized,,"[On Play] Look at 3 cards from the top of your deck; add up to 1 card to the top of your Life cards. Then, place the rest at the bottom of your deck in any order. [Trigger] Negate the effect of up to 1 of your opponent's Characters during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 5 or less."
P,P-055,Monkey.D.Luffy,character,expressible,trashFromHand,,,[On Play] You may trash 2 cards from your hand: Your opponent places 1 of their Characters at the bottom of the owner's deck.
P,P-057,Fleeting Lullaby,event,needsPrimitive,,unrecognized,,"[Main] If your Leader is [Uta], up to 2 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase. [Trigger] Activate this card's [Main] effect."
P,P-058,Where the Wind Blows,event,needsPrimitive,,unrecognized,,"[Main] If your Leader is [Uta], set all of your {FILM} type Characters as active at the end of this turn. [Trigger] Set all of your {FILM} type Characters as active."
P,P-059,The World's Continuation,event,expressible,moveCards+addPower,,,"[Counter] If your Leader is [Uta], you may return any number of Characters on your field to the owner's hand. Up to 1 of your Leader or Character cards gains +2000 power during this battle for every returned Character."
P,P-074,Portgas.D.Ace,character,expressible,moveCards+searchTopDeck,,,[Activate: Main] You may return this Character to the owner's hand: Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.
P,P-081,Dracule Mihawk,character,expressible,moveCards+playFromHand,,,"[Activate: Main] You may return this Character to the owner's hand: If you have 3 or more blue {Cross Guild} type Characters, play up to 1 {Cross Guild} type Character card with a cost of 5 from your hand."
P,P-082,Crocodile,character,needsPrimitive,,unrecognized,,"[Your Turn] [On Play] If your Leader has the {Cross Guild} type or a type including ""Baroque Works"", place up to 1 of your opponent's Characters with 2000 power or less at the bottom of the owner's deck."
P,P-085,Jewelry Bonney,character,needsPrimitive,,unrecognized,,"[On Play] If your Leader has the {Supernovas} type and the number of your Life cards is equal to or less than the number of your opponent's Life cards, add up to 1 of your opponent's Characters with a cost of 4 or less to the top or bottom of the owner's Life cards face-up."
P,P-088,Trafalgar Law,character,needsPrimitive,playFromHand,,combined-total-gate,"[Trigger] If your Leader has the {Supernovas} type and you and your opponent have a total of 5 or less Life cards, play this card."
PRB01,PRB01-001,Sanji,leader,needsPrimitive,addKeyword,unrecognized,,[Activate: Main] [Once Per Turn] Up to 1 of your Characters without an [On Play] effect and with a cost of 8 or less gains [Rush] during this turn. (This card can attack on the turn in which it is played.)
PRB02,PRB02-001,Koby,character,expressible,addPower+ko+draw,,,"[Opponent's Turn] If your Leader has the {Navy} type, this Character gains +1000 power.[When Attacking] K.O. up to 1 of your opponent's Characters with 3000 base power or less. Then, if you have 6 or less cards in your hand, draw 1 card."
PRB02,PRB02-002,Trafalgar Law,character,defer,addPower,,replacement-effect,"[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may give this Character −2000 power during this turn instead.[When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn."
PRB02,PRB02-005,Monkey.D.Luffy,character,needsPrimitive,,unrecognized,,"[Your Turn] [On Play] If your Leader is multicolored and your opponent has 7 or less DON!! cards on their field, your opponent rests 1 of their active DON!! cards at the start of their next Main Phase."
PRB02,PRB02-006,Roronoa Zoro,character,defer,rest,,replacement-effect,"[Opponent's Turn] If this Character would be rested by your opponent's Character's effect, you may rest 1 of your other Characters instead.[Blocker]"
PRB02,PRB02-007,Jinbe,character,needsPrimitive,searchTopDeck,unrecognized,,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {The Seven Warlords of the Sea} type card other than [Jinbe] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[When Attacking] Place up to 1 Character with a cost of 1 or less at the bottom of the owner's deck."
PRB02,PRB02-009,Mr.3(Galdino),character,defer,draw+trashFromHand,unrecognized,custom-trigger,This effect can be activated when this Character is rested by your opponent's effect. You may trash this Character and draw 2 cards.[Blocker]
PRB02,PRB02-010,Charlotte Pudding,character,expressible,draw+playFromHand,,,"[On Play] DON!! −2: If your Leader has the {Big Mom Pirates} type and your opponent has 6 or more DON!! cards on their field, draw 2 cards. Then, play up to 1 {Big Mom Pirates} type Character card with 6000 to 8000 power from your hand."
PRB02,PRB02-012,Nami,character,needsPrimitive,searchTopDeck+playFromHand,unrecognized,,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Play this card."
PRB02,PRB02-013,Gecko Moria,character,expressible,trashFromHand+playFromHand+giveDon,,,"[On Play] If your Leader has the {Thriller Bark Pirates} type, play up to 1 Character card with a cost of 4 or less from your trash rested. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters."
PRB02,PRB02-014,Sabo,character,expressible,addCost+trashFromHand,,,"If you have 15 or more cards in your trash, give this card in your hand −3 cost.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
PRB02,PRB02-015,Shiryu,character,expressible,addCost+addKeyword+ko,,,"If your Leader has the {Blackbeard Pirates} type, this Character gains [Blocker] and +4 cost.[On K.O.] If your Leader has the {Blackbeard Pirates} type, K.O. up to 1 of your opponent's Characters with a base cost of 4 or less."
PRB02,PRB02-016,Otama,character,expressible,addPower+rest,,,[Activate: Main] You may rest this Character and add 1 card from the top or bottom of your Life cards to your hand: Up to 1 of your Leader or Character cards gains +3000 power during this turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.
PRB02,PRB02-017,Boa Hancock,character,needsPrimitive,trashFromHand+ko,unrecognized,attack-restriction,[On Play] You may trash 1 card with a [Trigger] from your hand: Your opponent's rested Leader or up to 1 of your opponent's Characters other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next End Phase. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.
