set,cardNumber,name,category,status,compiledAbilities,effectAbilities,triggers,parserReview,effectText
OP16,OP16-103,Van Augur,character,unimplemented,0,3,,yes,"[Opponent's Turn] [On K.O.] If your Leader has the {Blackbeard Pirates} type, draw 1 card and give up to 1 of your opponent's Leader or Character cards −3000 power during this turn. [Trigger] Activate this card's [On K.O.] effect."
OP16,OP16-104,Catarina Devon,character,unimplemented,0,2,,yes,[When Attacking] Select up to 1 of your opponent's Characters. This Character's base power becomes the same as the selected Character's power during this turn. [Trigger] Draw 1 card and play up to 1 {Blackbeard Pirates} type Character with a cost of 1 from your trash.
OP16,OP16-105,Gecko Moria,character,unimplemented,0,1,,yes,"[Trigger] If you have 1 or less Life cards, play up to 1 [Absalom], up to 1 [Dr. Hogback], and up to 1 [Perona], with a cost of 4 or less from your trash."
OP16,OP16-106,Sanjuan.Wolf,character,partial,1,3,onKO,yes,"[On K.O.] If your Leader has the {Blackbeard Pirates} type, draw 1 card, then up to 1 of your Leader or Character cards' base power becomes 7000 during this turn. [Trigger] Activate this card's [On K.O.] effect."
OP16,OP16-107,Jesus Burgess,character,unimplemented,0,2,,yes,[On K.O.] Add up to 1 card from the top of your opponent's Life cards to the owner's hand. [Trigger] You may trash 1 card from your hand: Play this card.
OP16,OP16-108,Shiryu,character,partial,1,2,trigger,yes,[On Play] You may trash 1 card from your hand: Add up to 1 {Blackbeard Pirates} type card with a cost of 6 or less from your trash to the top of your Life cards face-up. [Trigger] Draw 2 cards.
OP16,OP16-109,Doc Q,character,unimplemented,0,3,,yes,"[On K.O.] If your Leader has the {Blackbeard Pirates} type, draw 1 card and K.O. up to 2 of your opponent's Characters with a cost of 1 or less. [Trigger] Activate this card's [On K.O.] effect."
OP16,OP16-110,Vasco Shot,character,unimplemented,0,3,,yes,[On K.O.] Draw 1 card and rest up to 1 of your opponent's Characters with a cost of 6 or less. [Trigger] Activate this card's [On K.O.] effect.
OP16,OP16-111,Boa Sandersonia,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Trigger] If you have 2 or less Life cards, play this card."
OP16,OP16-112,Boa Hancock,character,unimplemented,0,1,,yes,Kuja Pirates
OP16,OP16-113,Boa Marigold,character,unimplemented,0,1,,yes,"If you have 2 or less Life cards, this Character gains [Blocker]. [Trigger] If your Leader has the {Kuja Pirates} type, play this card."
OP16,OP16-114,Laffitte,character,unimplemented,0,3,,yes,[On K.O.] K.O. up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] Activate this card's [On K.O.] effect.
OP16,OP16-115,Black Vortex,event,unimplemented,0,3,,yes,"[Main] If your Leader has the {Blackbeard Pirates} type, add up to 1 card with a [Trigger] other than [Black Vortex] from your trash to your hand. [Trigger] Negate the effect of up to 1 of your opponent's Leader or Character cards during this turn."
OP16,OP16-116,Zehahahahaha!,event,partial,1,2,trigger,yes,"[Main] If you have 10 DON!! cards on your field, play up to 1 [Marshall.D.Teach] from your hand. Then, add up to 1 card from the top of your opponent's Life cards to the owner's hand. [Trigger] Draw 2 cards and trash 1 card from your hand."
OP16,OP16-117,Black Hole,event,partial,1,3,trigger,yes,[Main] You may trash 1 card with a [Trigger] from your hand: Negate the effects of up to 1 of your opponent's Characters with a cost of 8 or less during this turn. [Trigger] Add up to 1 {Blackbeard Pirates} type card from your trash to your hand.
OP16,OP16-118,Portgas.D.Ace,character,unimplemented,0,3,,yes,"The counter of all of your Character cards with 8000 power in your hand becomes +2000.[On Play]/[On K.O.] Look at 5 cards from the top of your deck; reveal up to 1 [Monkey.D.Luffy] or up to 1 card with a type including ""Whitebeard Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP16,OP16-119,Marshall.D.Teach,character,unimplemented,0,2,,yes,"[On Play] Look at 3 cards from the top of your deck; add up to 1 card to the top of your Life cards. Then, place the rest at the bottom of your deck in any order. [Trigger] Negate the effect of up to 1 of your opponent's Characters during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 5 or less."
P,P-014,Koby,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Trigger] Play this card."
P,P-029,Bartolomeo,character,unimplemented,0,1,,yes,[End of Your Turn] You may rest this Character: Set up to 1 of your {FILM} type Characters other than [Bartolomeo] as active.
P,P-030,Jinbe,character,unimplemented,0,1,,yes,[On K.O.] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.
P,P-041,Monkey.D.Luffy,character,unimplemented,0,1,,yes,The Four Emperors/Straw Hat Crew
P,P-044,Sabo,character,complete,1,1,onEnterPlay,yes,"[DON!! x1] If you have 4 or less cards in your hand, this Character gains +2000 power."
P,P-053,Nami,character,complete,1,1,onPlay,yes,"[On Play] If you have 3 or less cards in your hand, return up to 1 of your opponent's Characters with a cost of 3 or less to the owner's hand."
P,P-055,Monkey.D.Luffy,character,unimplemented,0,1,,yes,[On Play] You may trash 2 cards from your hand: Your opponent places 1 of their Characters at the bottom of the owner's deck.
P,P-057,Fleeting Lullaby,event,unimplemented,0,3,,yes,"[Main] If your Leader is [Uta], up to 2 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase. [Trigger] Activate this card's [Main] effect."
P,P-058,Where the Wind Blows,event,unimplemented,0,2,,yes,"[Main] If your Leader is [Uta], set all of your {FILM} type Characters as active at the end of this turn. [Trigger] Set all of your {FILM} type Characters as active."
P,P-059,The World's Continuation,event,unimplemented,0,1,,yes,"[Counter] If your Leader is [Uta], you may return any number of Characters on your field to the owner's hand. Up to 1 of your Leader or Character cards gains +2000 power during this battle for every returned Character."
P,P-060,Tot Musica,event,unimplemented,0,1,,yes,[Main] You may rest 1 of your [Uta] cards: Rest up to 2 of your opponent's DON!! cards.
P,P-063,Jinbe,character,complete,1,1,onPlay,yes,[On Play] Rest up to 1 of your opponent's Characters with a cost of 1 or less.
P,P-068,Sanji,character,unimplemented,0,1,,yes,[Activate: Main] You may trash this Character: Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.
P,P-069,Koala,character,complete,1,1,activateMain,yes,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.
P,P-070,Carrot,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
P,P-073,Sabo,character,unimplemented,0,1,,,[Activate: Main] [Once Per Turn] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +1000 power during this turn.
P,P-074,Portgas.D.Ace,character,unimplemented,0,1,,yes,[Activate: Main] You may return this Character to the owner's hand: Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.
P,P-075,Monkey.D.Luffy,character,partial,1,2,onPlay,yes,"[On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.[When Attacking] If you have a Character with a cost of 8 or more on your field, draw 1 card and trash 1 card from your hand."
P,P-078,Adio,character,unimplemented,0,1,,yes,"If you have 2 or more rested {ODYSSEY} type Characters, this Character gains +1000 power."
P,P-079,Lim,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] If you have 2 or more rested {ODYSSEY} type Characters, set this Character as active."
P,P-081,Dracule Mihawk,character,unimplemented,0,1,,yes,"[Activate: Main] You may return this Character to the owner's hand: If you have 3 or more blue {Cross Guild} type Characters, play up to 1 {Cross Guild} type Character card with a cost of 5 from your hand."
P,P-082,Crocodile,character,unimplemented,0,1,,yes,"[Your Turn] [On Play] If your Leader has the {Cross Guild} type or a type including ""Baroque Works"", place up to 1 of your opponent's Characters with 2000 power or less at the bottom of the owner's deck."
P,P-083,Shanks,character,unimplemented,0,1,,yes,"[DON!! x1] [When Attacking] You may trash 1 Character card from your hand: Give up to 1 of your opponent's Characters −1000 power during this turn. Then, draw 1 card."
P,P-084,Buggy,character,partial,1,2,onPlay,yes,"This Character cannot attack.If your Leader is [Buggy], all Characters with a cost of 3 or 4 cannot attack.[On Play] Play up to 1 {Cross Guild} type Character card with a cost of 6 or less from your hand."
P,P-085,Jewelry Bonney,character,unimplemented,0,1,,yes,"[On Play] If your Leader has the {Supernovas} type and the number of your Life cards is equal to or less than the number of your opponent's Life cards, add up to 1 of your opponent's Characters with a cost of 4 or less to the top or bottom of the owner's Life cards face-up."
P,P-088,Trafalgar Law,character,unimplemented,0,1,,yes,"[Trigger] If your Leader has the {Supernovas} type and you and your opponent have a total of 5 or less Life cards, play this card."
P,P-105,Sabo,character,partial,1,2,onPlay,yes,"If your Leader has the {Revolutionary Army} type, this Character gains [Blocker] and +4 cost.[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters."
PRB01,PRB01-001,Sanji,leader,unimplemented,0,1,,yes,[Activate: Main] [Once Per Turn] Up to 1 of your Characters without an [On Play] effect and with a cost of 8 or less gains [Rush] during this turn. (This card can attack on the turn in which it is played.)
PRB02,PRB02-001,Koby,character,partial,1,2,onEnterPlay,yes,"[Opponent's Turn] If your Leader has the {Navy} type, this Character gains +1000 power.[When Attacking] K.O. up to 1 of your opponent's Characters with 3000 base power or less. Then, if you have 6 or less cards in your hand, draw 1 card."
PRB02,PRB02-002,Trafalgar Law,character,partial,1,2,whenAttacking,yes,"[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may give this Character −2000 power during this turn instead.[When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn."
PRB02,PRB02-003,Lucky.Roux,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may trash 1 Character card with 6000 power or more from your hand: Draw 2 cards."
PRB02,PRB02-004,Jewelry Bonney,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Your Opponent's Attack] [Once Per Turn] Set up to 1 of your DON!! cards as active."
PRB02,PRB02-005,Monkey.D.Luffy,character,unimplemented,0,1,,yes,"[Your Turn] [On Play] If your Leader is multicolored and your opponent has 7 or less DON!! cards on their field, your opponent rests 1 of their active DON!! cards at the start of their next Main Phase."
PRB02,PRB02-006,Roronoa Zoro,character,unimplemented,0,1,,yes,"[Opponent's Turn] If this Character would be rested by your opponent's Character's effect, you may rest 1 of your other Characters instead.[Blocker]"
PRB02,PRB02-007,Jinbe,character,partial,1,2,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {The Seven Warlords of the Sea} type card other than [Jinbe] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[When Attacking] Place up to 1 Character with a cost of 1 or less at the bottom of the owner's deck."
PRB02,PRB02-008,Marco,character,complete,1,1,onKO,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Draw 2 cards."
PRB02,PRB02-009,Mr.3(Galdino),character,unimplemented,0,1,,yes,This effect can be activated when this Character is rested by your opponent's effect. You may trash this Character and draw 2 cards.[Blocker]
PRB02,PRB02-010,Charlotte Pudding,character,unimplemented,0,1,,yes,"[On Play] DON!! −2: If your Leader has the {Big Mom Pirates} type and your opponent has 6 or more DON!! cards on their field, draw 2 cards. Then, play up to 1 {Big Mom Pirates} type Character card with 6000 to 8000 power from your hand."
PRB02,PRB02-011,Donquixote Doflamingo,character,unimplemented,0,1,,yes,"[Blocker][On Play] If your Leader is multicolored, add up to 1 DON!! card from your DON!! deck and rest it."
PRB02,PRB02-012,Nami,character,partial,1,2,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Play this card."
PRB02,PRB02-013,Gecko Moria,character,unimplemented,0,1,,yes,"[On Play] If your Leader has the {Thriller Bark Pirates} type, play up to 1 Character card with a cost of 4 or less from your trash rested. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters."
PRB02,PRB02-014,Sabo,character,unimplemented,0,1,,yes,"If you have 15 or more cards in your trash, give this card in your hand −3 cost.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
PRB02,PRB02-015,Shiryu,character,unimplemented,0,2,,yes,"If your Leader has the {Blackbeard Pirates} type, this Character gains [Blocker] and +4 cost.[On K.O.] If your Leader has the {Blackbeard Pirates} type, K.O. up to 1 of your opponent's Characters with a base cost of 4 or less."
PRB02,PRB02-016,Otama,character,partial,1,2,trigger,yes,[Activate: Main] You may rest this Character and add 1 card from the top or bottom of your Life cards to your hand: Up to 1 of your Leader or Character cards gains +3000 power during this turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.
PRB02,PRB02-017,Boa Hancock,character,partial,1,3,trigger,yes,[On Play] You may trash 1 card with a [Trigger] from your hand: Your opponent's rested Leader or up to 1 of your opponent's Characters other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next End Phase. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.
PRB02,PRB02-018,Portgas.D.Ace,character,unimplemented,0,1,,yes,"[On Play] If you have a face-up Life card, play up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 2 from your hand or trash."
ST01,ST01-001,Monkey.D.Luffy,leader,complete,1,1,activateMain,yes,[Activate: Main] [Once Per Turn] Give this Leader or 1 of your Characters up to 1 rested DON!! card.
ST01,ST01-002,Usopp,character,unimplemented,0,2,,yes,[DON!! x2] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 5000 or more power during this battle. [Trigger] Play this card.
ST01,ST01-004,Sanji,character,keyword,0,0,,,[DON!! x2] This Character gains [Rush]. (This card can attack on the turn in which it is played.)
ST01,ST01-005,Jinbe,character,complete,1,1,whenAttacking,,[DON!! x1] [When Attacking] Up to 1 of your Leader or Character cards other than this card gains +1000 power during this turn.
ST01,ST01-006,Tony Tony.Chopper,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
ST01,ST01-007,Nami,character,complete,1,1,activateMain,yes,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.
ST01,ST01-011,Brook,character,unimplemented,0,1,,yes,[On Play] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.
ST01,ST01-012,Monkey.D.Luffy,character,unimplemented,0,2,,yes,[Rush] (This card can attack on the turn in which it is played.) [DON!! x2] [When Attacking] Your opponent cannot activate [Blocker] during this battle.
ST01,ST01-013,Roronoa Zoro,character,complete,1,1,onEnterPlay,,[DON!! x1] This Character gains +1000 power.
ST01,ST01-014,Guard Point,event,complete,2,2,counter|trigger,,[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle. [Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.
ST01,ST01-015,Gum-Gum Jet Pistol,event,partial,1,3,activateMain,yes,[Main] K.O. up to 1 of your opponent's Characters with 6000 power or less. [Trigger] Activate this card's [Main] effect.
ST01,ST01-016,Diable Jambe,event,unimplemented,0,2,,yes,[Main] Select up to 1 of your {Straw Hat Crew} type Leader or Character cards. Your opponent cannot activate [Blocker] if that Leader or Character attacks during this turn. [Trigger] K.O. up to 1 of your opponent's [Blocker] Characters with a cost of 3 or less.
ST01,ST01-017,Thousand Sunny,stage,complete,1,1,activateMain,yes,[Activate: Main] You may rest this Stage: Up to 1 {Straw Hat Crew} type Leader or Character card on your field gains +1000 power during this turn.
ST02,ST02-001,"Eustass""Captain""Kid",leader,unimplemented,0,1,,yes,[Activate: Main] [Once Per Turn] ③ (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: Set this Leader as active.
ST02,ST02-003,Urouge,character,complete,1,1,onEnterPlay,yes,"[DON!! x1] If you have 3 or more Characters, this card gains +2000 power."
ST02,ST02-004,"Capone""Gang""Bege",character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
ST02,ST02-005,Killer,character,unimplemented,0,2,,yes,[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less. [Trigger] Play this card.
ST02,ST02-007,Jewelry Bonney,character,complete,1,1,activateMain,yes,"[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order."
ST02,ST02-008,Scratchmen Apoo,character,unimplemented,0,1,,yes,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's DON!! cards.
ST02,ST02-009,Trafalgar Law,character,unimplemented,0,1,,yes,[On Play] Set up to 1 of your {Supernovas} or {Heart Pirates} type rested Characters with a cost of 5 or less as active.
ST02,ST02-010,Basil Hawkins,character,unimplemented,0,1,,yes,"[DON!! x1] [Once Per Turn] [Your Turn] If this Character battles your opponent's Character, set this card as active."
ST02,ST02-013,"Eustass""Captain""Kid",character,unimplemented,0,2,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [DON!! x1] [End of Your Turn] Set this card as active."
ST02,ST02-014,X.Drake,character,unimplemented,0,1,,yes,"[DON!! x1] [Your Turn] If this Character is rested, your {Supernovas} or {Navy} type Leaders and Characters gain +1000 power."
ST02,ST02-015,Scalpel,event,unimplemented,0,2,,yes,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, set up to 1 of your DON!! cards as active. [Trigger] Set up to 2 of your DON!! cards as active."
ST02,ST02-016,Repel,event,unimplemented,0,1,,yes,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, set up to 1 of your DON!! cards as active."
ST02,ST02-017,Straw Sword,event,complete,2,2,activateMain|trigger,yes,[Main] Rest up to 1 of your opponent's Characters. [Trigger] Play up to 1 {Supernovas} type card with a cost of 2 or less from your hand.
ST03,ST03-001,Crocodile,leader,unimplemented,0,1,,yes,[Activate: Main] [Once Per Turn] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Return up to 1 Character with a cost of 5 or less to the owner's hand.
ST03,ST03-003,Crocodile,character,unimplemented,0,2,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [DON!! x1] [On Block] Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck."
ST03,ST03-004,Gecko Moria,character,unimplemented,0,1,,yes,[On Play] Add up to 1 {The Seven Warlords of the Sea} or {Thriller Bark Pirates} type Character with a cost of 4 or less other than [Gecko Moria] from your trash to your hand.
ST03,ST03-005,Dracule Mihawk,character,complete,1,1,whenAttacking,yes,[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.
ST03,ST03-007,Sentomaru,character,unimplemented,0,1,,yes,"[DON!! x1] [Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 [Pacifista] with a cost of 4 or less from your deck, then shuffle your deck."
ST03,ST03-008,Trafalgar Law,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
ST03,ST03-009,Donquixote Doflamingo,character,unimplemented,0,1,,yes,[On Play] Return up to 1 Character with a cost of 7 or less to the owner's hand.
ST03,ST03-010,Bartholomew Kuma,character,unimplemented,0,2,,yes,[On Play] Look at 3 cards from the top of your deck and return them to the top or bottom of the deck in any order. [Trigger] Play this card.
ST03,ST03-013,Boa Hancock,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Trigger] Play this card."
ST03,ST03-014,Marshall.D.Teach,character,unimplemented,0,1,,yes,[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.
ST03,ST03-015,Sables,event,unimplemented,0,3,,yes,[Main] Return up to 1 Character with a cost of 7 or less to the owner's hand. [Trigger] Activate this card's [Main] effect.
ST03,ST03-016,Thrust Pad Cannon,event,unimplemented,0,3,,yes,[Counter] Return up to 1 Character with a cost of 3 or less to the owner's hand. [Trigger] Activate this card's [Counter] effect.
ST03,ST03-017,Love-Love Mellow,event,unimplemented,0,1,,yes,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, draw 1 card if you have 3 or less cards in your hand."
ST04,ST04-001,Kaido,leader,unimplemented,0,1,,yes,[Activate: Main] [Once Per Turn] DON!! −7 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Trash up to 1 of your opponent's Life cards.
ST04,ST04-002,Ulti,character,unimplemented,0,1,,yes,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Page One] card with a cost of 4 or less from your hand.
ST04,ST04-003,Kaido,character,unimplemented,0,1,,yes,[On Play] DON!! −5 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 6 or less. This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)
ST04,ST04-004,King,character,complete,1,1,onPlay,yes,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 4 or less.
ST04,ST04-005,Queen,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand."
ST04,ST04-006,Sasaki,character,complete,1,1,onPlay,,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 1 card.
ST04,ST04-008,Jack,character,unimplemented,0,1,,yes,[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as active.
ST04,ST04-010,Who's.Who,character,partial,1,2,onPlay,yes,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less. [Trigger] Play this card.
ST04,ST04-011,Black Maria,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
ST04,ST04-014,"Lead Performer ""Disaster""",event,partial,1,3,activateMain,yes,"[Main] Draw 1 card, then add up to 1 DON!! card from your DON!! deck and set it as active. [Trigger] Activate this card's [Main] effect."
ST04,ST04-015,Brachio Bomber,event,complete,2,2,activateMain|trigger,yes,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 6 or less, then add up to 1 DON!! card from your DON!! deck and set it as active. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active."
ST04,ST04-016,Blast Breath,event,complete,1,1,counter,,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +4000 power during this battle.
ST04,ST04-017,Onigashima Island,stage,unimplemented,0,1,,yes,"[Activate: Main] You may rest this Stage: If your Leader has the {Animal Kingdom Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it."
ST05,ST05-001,Shanks,leader,unimplemented,0,1,,yes,[Activate: Main] [Once Per Turn] DON!! −3 (You may return the specified number of DON!! cards from your field to your DON!! deck.): All of your {FILM} type Characters gain +2000 power during this turn.
ST05,ST05-002,Ain,character,unimplemented,0,1,,yes,[On Play] Add up to 1 DON!! card from your DON!! deck and rest it.
ST05,ST05-003,Ann,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
ST05,ST05-004,Uta,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Block] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 5 or less."
ST05,ST05-005,Carina,character,unimplemented,0,1,,yes,"[Activate: Main] [Once Per Turn] You may rest this Character and trash 1 {FILM} type card from your hand: If your opponent has more DON!! cards on their field than you, add 2 DON!! cards from your DON!! deck and rest them."
ST05,ST05-006,Gild Tesoro,character,complete,1,1,whenAttacking,,[When Attacking] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards.
ST05,ST05-008,Shiki,character,unimplemented,0,1,,yes,"If you have 8 or more DON!! cards on your field, this Character cannot be K.O.'d in battle."
ST05,ST05-009,Scarlet,character,unimplemented,0,1,,yes,[Trigger] Play this card.
ST05,ST05-010,Zephyr,character,partial,1,2,onEnterPlay,,"When this Character battles ＜Strike＞ attribute Characters, this Character gains +3000 power during this turn. [Activate: Main] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains +2000 power during this turn."
ST05,ST05-011,Douglas Bullet,character,unimplemented,0,1,,yes,"[Activate: Main] [Once Per Turn] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 2 of your opponent's Characters with a cost of 6 or less. Then, this Character gains [Double Attack] during this turn. (This card deals 2 damage.)"
ST05,ST05-014,Buena Festa,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {FILM} type card other than [Buena Festa] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
ST05,ST05-016,Lion's Threat Imperial Earth Bind,event,complete,2,2,activateMain|trigger,yes,[Main] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 5 or less. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.
ST05,ST05-017,Union Armada,event,partial,1,2,trigger,yes,"[Counter] Up to 1 of your {FILM} type Leader or Character cards gains +4000 power during this battle. If that card is a Character, that Character cannot be K.O.'d during this turn. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active."
ST06,ST06-001,Sakazuki,leader,unimplemented,0,1,,yes,[Activate: Main] [Once Per Turn] ③ (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 0.
ST06,ST06-002,Koby,character,unimplemented,0,1,,yes,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 0.
ST06,ST06-004,Smoker,character,unimplemented,0,1,,yes,"This Character cannot be K.O.'d by effects. [DON!! x1] If there is a Character with a cost of 0, this Character gains [Double Attack]. (This card deals 2 damage.)"
ST06,ST06-005,Sengoku,character,unimplemented,0,1,,,[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.
ST06,ST06-006,Tashigi,character,unimplemented,0,1,,yes,[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.
ST06,ST06-007,Tsuru,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
ST06,ST06-008,Hina,character,unimplemented,0,1,,,[On Play] Give up to 1 of your opponent's Characters −4 cost during this turn.
ST06,ST06-010,Helmeppo,character,unimplemented,0,1,,,[On Play] Give up to 1 of your opponent's Characters −3 cost during this turn.
ST06,ST06-011,Momonga,character,unimplemented,0,1,,yes,Navy
ST06,ST06-012,Monkey.D.Garp,character,unimplemented,0,1,,yes,[Activate: Main] You may trash 1 card from your hand and rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.
ST06,ST06-013,T-Bone,character,unimplemented,0,1,,yes,Navy
ST06,ST06-014,Shockwave,event,partial,1,2,trigger,yes,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, K.O. up to 1 of your opponent's active Characters with a cost of 3 or less. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less."
ST06,ST06-015,Great Eruption,event,unimplemented,0,2,,yes,"[Main] Draw 1 card. Then, give up to 1 of your opponent's Characters −2 cost during this turn. [Trigger] Your opponent chooses 1 card from their hand and trashes it."
ST06,ST06-016,White Out,event,complete,2,2,counter|trigger,,[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. [Trigger] Draw 1 card and none of your Characters can be K.O.'d during this turn.
