set,cardNumber,name,category,timings,detectedOps,optional,conditional,parserReview,effectText
OP15,OP15-092,Monkey.D.Luffy,character,custom,modifyPower+modifyCost+trash,,yes,yes,"Apply each of the following effects based on the number of cards in your trash:• If there are 10 or more cards, this Character's base power becomes 9000 and it gains +10 cost.• If you have 20 or more cards, during your opponent's turn, your Leader's base power becomes 7000.• If you have 30 or more cards, this Character gains +1000 power."
OP15,OP15-093,The Risky Brothers,character,activateMain,grantKeyword+trash,yes,yes,yes,"[Activate: Main] You may trash this Character: If you have 15 or more cards in your trash, up to 1 of your [Monkey.D.Luffy] Characters gains [Rush: Character] and the <Slash> attribute during this turn."
OP15,OP15-094,Roronoa Zoro,character,custom,trash,yes,yes,yes,"If your {Straw Hat Crew} type Character other than this Character would be removed from the field by your opponent's effect, you may trash this Character instead.[Blocker]"
OP15,OP15-095,Gum-Gum Storm,event,activateMain|counter,modifyPower+rest+trash,yes,yes,yes,"[Main] You may rest 1 of your DON!! cards: If you have 15 or more cards in your trash, up to 1 of your {Straw Hat Crew} type Leader or Character cards gains +3000 power during this turn.[Counter] If you have 15 or more cards in your trash, up to 1 of your Leader or Character cards gains +4000 power during this battle."
OP15,OP15-096,Swallow Bond en Avant,event,activateMain|counter,rest+trash+modifyPower,yes,yes,yes,"[Main] You may rest 1 of your DON!! cards: If your Leader has the {Straw Hat Crew} type, trash 5 cards from the top of your deck.[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle."
OP15,OP15-097,I Find It Embarrassing as a Human Being,event,activateMain|custom,trash,,yes,yes,"[Main] If you have 10 or more cards in your trash, up to 1 of your opponent's Characters with a base cost of 5 or less cannot attack until the end of your opponent's next End Phase. [Trigger] Activate this card's [Main] effect."
OP15,OP15-098,Monkey.D.Luffy,leader,custom,(none),,,yes,"If your {Sky Island} type Character with 6000 base power or more would be removed from the field by your opponent, you may add 1 card from the top of your Life cards to your hand instead."
OP15,OP15-099,Urouge,character,onPlay|activateMain,grantKeyword+trash+giveDon,yes,,yes,[On Play] You may trash 1 {Supernovas} type card from your hand: This Character gains [Rush] during this turn.[Activate: Main] You may turn 1 card from the top of your Life cards face-down: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.
OP15,OP15-100,Kamakiri,character,onPlay,ko+trash+lifeChange,yes,,yes,[On Play] You may trash this Character and add 1 card from the top of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 6 or less.
OP15,OP15-101,Kalgara,character,onPlay,trash+lookTopDeck,yes,,yes,"[On Play] You may trash 1 card from your hand: Look at 5 cards from the top of your deck; reveal up to a total of 2 [Mont Blanc Noland] or {Shandian Warrior} type cards and add them to your hand. Then, place the rest at the bottom of your deck in any order."
OP15,OP15-102,Gan.Fall,character,custom|onPlay,modifyCost+rest,,yes,yes,"If you have a {Sky Island} type Character with 7000 power or more, give this card in your hand −3 cost.[On Play] Rest up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards."
OP15,OP15-103,Genbo,character,custom,draw+playCard,,yes,yes,"[Trigger] Draw 1 card. Then, if you have 2 or less Life cards, play this card."
OP15,OP15-104,Conis,character,onPlay|custom,draw+trash,,yes,yes,"[On Play] If you have less Life cards than your opponent, draw 2 cards and trash 2 cards from your hand. [Trigger] Draw 2 cards and trash 1 card from your hand."
OP15,OP15-105,Jewelry Bonney,character,custom,(none),,,yes,"If your Character with 7000 base power or less would be removed from the field by your opponent's effect, you may add 1 card from the top of your Life cards to your hand instead."
OP15,OP15-106,Octoballoon,character,custom,draw+playCard,,,yes,"[Trigger] Draw 1 card. Then, play up to 1 yellow Character or Stage card with a cost of 2 or less from your hand."
OP15,OP15-109,Nico Robin,character,onPlay,lifeChange+playCard,yes,yes,yes,"[On Play] You may add 1 card from the top of your Life cards to your hand: If your Leader has the {Straw Hat Crew} type, add up to 1 card from the top of your deck to the top of your Life cards. Then, play up to 1 {Sky Island} type Character card with a cost of 5 or less from your hand."
OP15,OP15-110,Braham,character,onKO,lifeChange,,yes,yes,"[On K.O.] If your Leader has the {Shandian Warrior} type, add up to 1 card from the top of your deck to the top of your Life cards."
OP15,OP15-112,Raki,character,onPlay,playCard,,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Play up to 1 {Shandian Warrior} type Character card with a cost of 3 or less from your hand."
OP15,OP15-113,Roronoa Zoro,character,onPlay,trash+lifeChange,yes,,yes,[On Play] You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.
OP15,OP15-114,Wyper,character,onPlay|activateMain,modifyPower+ko+giveDon,yes,,yes,"[On Play] You may turn 1 card from the top of your Life cards face-up: Give all of your opponent's Characters −2000 power during this turn. Then, K.O. all of your opponent's Characters with 0 power or less.[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to 1 of your {Sky Island} type Leader or Character cards."
OP15,OP15-115,Impact Dial,event,activateMain|custom,ko,,,yes,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, add 1 card from the top of your Life cards to your hand. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less."
OP15,OP15-116,Gum-Gum Golden Rifle,event,activateMain|counter,trash+lifeChange+modifyPower,,yes,yes,"[Main] If your Leader has the {Straw Hat Crew} type, trash 1 card from the top of your Life cards. Then, add up to 1 card from the top of your deck to the top of your Life cards and trash 1 card from your hand.[Counter] Your Leader gains +4000 power during this battle."
OP15,OP15-117,Heso!!,event,activateMain|custom,draw+giveDon,,yes,yes,"[Main] Draw 1 card. Then, give up to 1 rested DON!! card to 1 of your {Sky Island} type Leader or Character cards. [Trigger] If your Leader has the {Sky Island} type, draw 2 cards."
OP15,OP15-118,Enel,character,custom|onPlay,modifyPower+lookTopDeck+trash,,yes,yes,"If you have 6 or less DON!! cards on your field, this Character cannot be removed from the field by your opponent's effects and gains +2000 power.[On Play] DON!! −1: Look at 5 cards from the top of your deck and add up to 1 card to your hand. Then, place the rest at the bottom of your deck in any order, and trash 1 card from your hand."
OP15,OP15-119,Monkey.D.Luffy,character,custom,grantKeyword+modifyPower,,yes,yes,"If you have 6 or more DON!! cards on your field, this Character gains [Rush].When your opponent activates an Event or [Blocker], reveal up to 1 card from the top of your Life cards. This Character gains +1000 power during this turn per 1 cost on the revealed card."
OP16,OP16-002,Izo,character,onPlay,draw,yes,,,[On Play] You may reveal 1 Character card with 8000 power from your hand: Draw 1 card.
OP16,OP16-003,Edward.Newgate,character,custom|onPlay,modifyPower+grantKeyword,yes,,,[Your Turn] Your Leader gains [Double Attack] and +2000 power.[On Play] You may reveal 2 Character cards with 8000 power from your hand: Give up to 1 of your opponent's Characters −6000 power during this turn.
OP16,OP16-005,Thatch,character,custom,modifyCost,,yes,yes,"If you have a Character with 8000 power or more and a type including ""Whitebeard Pirates"", give this card in your hand −3 cost.[Blocker]"
OP16,OP16-006,Shanks,character,onPlay,ko+rest,yes,,yes,[On Play] You may rest 2 of your DON!! cards: K.O. up to 1 of your opponent's Characters with 4000 power or less.
OP16,OP16-007,Jozu,character,onPlay,grantKeyword+modifyPower,yes,,,[Blocker][On Play] You may reveal 1 Character card with 8000 power from your hand: Give up to 1 of your opponent's Characters −1000 power during this turn.
OP16,OP16-008,Squard,character,onPlay,ko+trash,yes,,yes,[On Play] You may trash 1 of your Characters with 10000 base power: K.O. up to 1 of your opponent's Characters with 8000 power or less.
OP16,OP16-009,Speed Jil,character,onPlay,modifyPower+grantKeyword+trash,yes,,yes,[On Play] You may trash 1 Character card with 8000 power from your hand: This Character gains [Rush] and +2000 power until the end of your opponent's next End Phase.
OP16,OP16-010,Namule,character,onPlay,ko,yes,,yes,[On Play] You may reveal 1 Character card with 8000 power from your hand: K.O. up to 1 of your opponent's Characters with 2000 base power or less.
OP16,OP16-011,Vista,character,onPlay|whenAttacking,draw+ko,yes,,yes,[On Play] You may reveal 1 Character card with 8000 power from your hand: Draw 1 card.[DON!! x1] [When Attacking] K.O. up to 2 of your opponent's Characters with 2000 base power or less.
OP16,OP16-012,Benn.Beckman,character,onPlay,grantKeyword+rest+playCard,yes,yes,yes,"[Blocker][On Play] You may rest 1 of your DON!! cards: If your Leader has the {Red-Haired Pirates} type and you have 10 DON!! cards on your field, play up to 1 [Shanks] from your hand."
OP16,OP16-013,McGuy,character,onKO,ko,,,yes,[On K.O.] K.O. up to 1 of your opponent's Characters with 8000 base power or less.
OP16,OP16-014,Marco,character,custom|onKO,ko+trash,yes,,yes,"If one of your Characters would be removed from the field by your opponent's effect, you may K.O. this Character instead.[On K.O.] You may trash 1 Character card with 8000 power from your hand: Play this Character card from your trash."
OP16,OP16-015,Monkey.D.Luffy,character,custom|onOpponentsAttack,modifyCost+trash,yes,yes,yes,"If your Leader's card name includes ""Ace"" and you have 6 or more DON!! cards on your field, give this card in your hand −2 cost.[On Your Opponent's Attack] You may trash 1 Character card with 8000 power from your hand: Your Leader and this Character's base power becomes 7000 during this turn."
OP16,OP16-017,LittleOars Jr.,character,custom,modifyPower,,yes,yes,"If you have no Characters with a type including ""Whitebeard Pirates"" and a cost of 8 or more, give this Character −4000 power.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP16,OP16-018,Rockstar,character,custom,trash,yes,yes,yes,"[Once Per Turn] If your {Red-Haired Pirates} type Character would be K.O.'d, you may trash 1 Character card with 6000 power or more from your hand instead."
OP16,OP16-019,Let's Show 'Em What We're Made Of!!,event,activateMain|custom,playCard+modifyPower,,,yes,"[Main] Play up to 2 Character cards with a type including ""Whitebeard Pirates"" and 8000 power from your hand. [Trigger] Your Leader gains +1000 power during this turn."
OP16,OP16-020,If You're Coming with Me... Kiss Your Lives Goodbye!!,event,activateMain|counter,draw+rest+modifyPower+trash,yes,,yes,[Main] You may rest 1 of your DON!! cards and reveal 1 Character card with 8000 power from your hand: Draw 1 card.[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.
OP16,OP16-021,Moby Dick,stage,onPlay|activateMain,lookTopDeck+trash+giveDon,yes,yes,yes,"[On Play] If your Leader has the {Whitebeard Pirates} type, look at 3 cards from the top of your deck and add up to 1 card to your hand. Then, place the rest at the bottom of your deck in any order.[Activate: Main] You may trash this Stage: Give up to 1 rested DON!! card to your Leader or 1 of your Characters."
OP16,OP16-022,Monkey.D.Luffy,leader,activateMain,(none),,,yes,"[Activate: Main] [Once Per Turn] If the only Characters on your field are {Impel Down} type Characters, set up to 2 of your DON!! cards as active."
OP16,OP16-024,Inazuma,character,custom,rest,,,yes,"When this Character is K.O.'d by your opponent's effect, rest up to 1 of your opponent's Characters.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP16,OP16-025,Bunkov,character,whenAttacking,playCard,,yes,yes,"[When Attacking] If you have [Antlerkov], play up to 1 Character card with a cost of 2 or less from your hand."
OP16,OP16-026,Emporio.Ivankov,character,onPlay,lookTopDeck+playCard,,,yes,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Impel Down} type card, add it to your hand and place the rest at the bottom of your deck in any order. Then, play up to 1 Character card with a cost of 2 or less from your hand."
OP16,OP16-027,Jinbe,character,custom,modifyPower,,,,[DON!! x1] This Character gains +2000 power.
OP16,OP16-029,Antlerkov,character,whenAttacking,playCard,,yes,yes,"[When Attacking] If you have [Bunkov], play up to 1 Character card with a cost of 2 or less from your hand."
OP16,OP16-030,Trafalgar Law,character,onPlay|endOfYourTurn,(none),,,yes,[On Play] Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase.[End of Your Turn] Set all of your green Characters with a cost of 5 or less as active.
OP16,OP16-031,Buggy,character,onKO,playCard,,,yes,[On K.O.] Play up to 1 [Prisoner of Impel Down] card from your hand.
OP16,OP16-032,Boa Hancock,character,onPlay,(none),,,yes,[Unblockable] (This card cannot be blocked.)[On Play] Up to 1 of your opponent's Characters other than [Monkey.D.Luffy] cannot be rested until the end of your opponent's next End Phase.
OP16,OP16-033,Morley,character,custom,rest,yes,yes,yes,"If this Character would be K.O.'d, you may rest 2 of your cards instead.[Unblockable] (This card cannot be blocked.)"
OP16,OP16-034,Monkey.D.Luffy,character,custom|onPlay,modifyPower+lookTopDeck,,,yes,"[DON!! x1] [Your Turn] This Character gains +1000 power for each of your Characters with a different card name.[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Impel Down} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP16,OP16-035,Roronoa Zoro,character,onPlay,rest+trash+giveDon,yes,yes,yes,"[On Play] Rest up to 1 of your opponent's cards. Then, you may trash 1 card from your hand. If you do, give up to 3 rested DON!! cards to your Leader."
OP16,OP16-036,Mr.2.Bon.Kurei(Bentham),character,onPlay|whenAttacking,rest,,,yes,[On Play] Rest up to 1 of your opponent's Characters with a cost of 4 or less.[When Attacking] This Character's base power becomes the same as your opponent's Leader during this turn.
OP16,OP16-037,Mr.3(Galdino),character,onPlay,rest,,yes,yes,"[On Play] If your Leader has the {Impel Down} type, rest up to 1 of your opponent's Characters with a cost of 5 or less."
OP16,OP16-038,Let's Go!! To the Navy Headquarters!!,event,activateMain|counter,rest+modifyPower,yes,yes,yes,"[Main] You may rest 6 of your DON!! cards: If you have 5 {Impel Down} type Characters with different card names, set your Leader and all of your Characters as active.[Counter] Your Leader gains +3000 power during this battle."
OP16,OP16-039,Gum-Gum Twin Jet Pistol,event,activateMain|custom,grantKeyword+rest,,yes,yes,"[Main] Up to 1 of your [Monkey.D.Luffy] cards gains [Double Attack] during this turn. Then, if your Leader has the {Impel Down} type, rest up to 2 of your opponent's Characters with a cost of 3 or less. [Trigger] Rest your opponent's Leader."
OP16,OP16-040,Gum-Gum Hammer Rifle,event,activateMain|counter,modifyPower,,,yes,"[Main] If you have [Monkey.D.Luffy] and [Mr.3(Galdino)], up to 1 of your opponent's rested Characters with a cost of 6 or less will not become active in your opponent's next Refresh Phase.[Counter] Your Leader gains +3000 power during this battle."
OP16,OP16-041,Buggy,leader,custom,playCard,,,yes,[DON!! x1] [Once Per Turn] This effect can be activated when your {Impel Down} type Character card is removed from the field. Play up to 1 [Prisoner of Impel Down] card from your hand.
OP16,OP16-042,Prisoner of Impel Down,character,custom,(none),,,yes,"Under the rules of this game, you may have any number of this card in your deck."
OP16,OP16-043,Usopp,character,onKO,grantKeyword+rest+returnToHand,yes,,yes,[Blocker][On K.O.] You may rest 1 of your {Dressrosa} type Leader or Stage cards: Return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand.
OP16,OP16-045,Crocodile,character,onPlay,grantKeyword+returnToHand+playCard,yes,,yes,[Blocker][On Play] You may return 1 of your Characters with a cost of 2 or more to the owner's hand: Play up to 1 {Impel Down} type Character card with a cost of 2 or less from your hand.
OP16,OP16-047,Donquixote Doflamingo,character,activateMain,rest,yes,yes,yes,"[Activate: Main] You may rest this Character: If your opponent has 8 or more cards in their hand, they place 2 cards from their hand at the bottom of their deck in any order."
OP16,OP16-048,Buggy,character,onPlay,draw+playCard+grantKeyword,,yes,yes,"[On Play] If your Leader has the {Impel Down} type, draw 1 card and play up to 1 [Prisoner of Impel Down] card from your hand.[Once Per Turn] This effect can be activated when your opponent attacks. Up to 1 of your [Prisoner of Impel Down] cards gains [Blocker] during this turn."
OP16,OP16-049,Portgas.D.Ace,character,activateMain,draw+rest,yes,,yes,[Activate: Main] You may rest this Character: Draw 1 card.
OP16,OP16-050,Miss Olive,character,onPlay,grantKeyword+draw+trash+returnToHand,yes,,yes,[Blocker][On Play] You may return 1 of your Characters with a cost of 2 or more to the owner's hand: Draw 2 cards and trash 1 card from your hand.
OP16,OP16-051,Mohji & Cabaji,character,onPlay,draw,,yes,yes,"[On Play] If you have 5 or less cards in your hand, draw 2 cards."
OP16,OP16-053,Roronoa Zoro,character,whenAttacking,draw,,yes,yes,"[When Attacking] If you have 6 or less cards in your hand, draw 1 card."
OP16,OP16-054,Mr.1(Daz.Bonez),character,custom|onPlay,modifyPower+draw,,yes,yes,"[DON!! x1] [Your Turn] If you have 5 or more cards in your hand, this Character gains +3000 power.[On Play] Draw 1 card."
OP16,OP16-055,Mr.2.Bon.Kurei(Bentham),character,onPlay|whenAttacking,draw,,,yes,[On Play] Draw 1 card.[DON!! x1] [When Attacking] This Character's base power becomes the same as your opponent's Leader's power during this turn.
OP16,OP16-056,Mr.3(Galdino),character,activateMain,draw+trash,yes,,yes,"[Activate: Main] You may trash this Character: Draw 2 cards, and up to 1 of your opponent's Characters with a cost of 9 or less cannot attack until the end of your opponent's next End Phase."
OP16,OP16-057,Captain Buggy's Our Savior!!,event,counter|custom,modifyPower+draw+trash,,yes,yes,"[Counter] If you have 2 or more [Prisoner of Impel Down] cards, up to 1 of your Leader or Character cards gains +4000 power during this battle. [Trigger] Draw 2 cards and trash 1 card from your hand."
OP16,OP16-058,The Prisoners Are Rioting!!,event,activateMain|counter,modifyPower,,,yes,"[Main] If you have 10 DON!! cards on your field, all of your [Prisoner of Impel Down] cards' base power becomes 7000 during this turn.[Counter] Up to 1 of your [Buggy] gains +4000 power during this battle."
OP16,OP16-059,We'll Change This Mission from Sneaky to Flashy!,event,activateMain|counter,rest+lookTopDeck+playCard+modifyPower,yes,,yes,"[Main] You may rest 7 of your DON!! cards: Look at 5 cards from the top of your deck; play up to 2 {Impel Down} type Character cards with 6000 power or less. Then, place the rest at the bottom of your deck in any order.[Counter] Your Leader gains +3000 power during this battle."
OP16,OP16-060,Sengoku,leader,activateMain,playCard,yes,,yes,[Activate: Main] You may return 8 of your active DON!! cards to your DON!! deck: Play up to 3 {Admiral} type Character cards with different card names from your hand.
OP16,OP16-063,Kuzan,character,onPlay|activateMain,donFromDeck,,,yes,[On Play] Add up to 2 DON!! cards from your DON!! deck and rest them.[Activate: Main] [Once Per Turn] DON!! −1: Up to 1 of your opponent's Characters cannot activate [Blocker] during this turn.
OP16,OP16-065,Sakazuki,character,onPlay|activateMain,modifyPower+rest+donFromDeck,yes,yes,yes,"[On Play] DON!! −1: Give up to 1 of your opponent's Characters −6000 power until the end of your opponent's next End Phase.[Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards: If your Leader has the {Navy} type, add up to 2 DON!! cards from your DON!! deck and set them as active."
OP16,OP16-066,Sengoku,character,onPlay,donFromDeck+draw+trash,,yes,yes,"[On Play] If your Leader has the {Navy} type, add up to 2 DON!! cards from your DON!! deck and rest them. Then, draw 2 cards and trash 2 cards from your hand."
OP16,OP16-067,Tsuru,character,onPlay,lookTopDeck+trash,,,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Navy} type card, add it to your hand and place the rest at the bottom of your deck in any order. Then, trash 1 card from your hand."
OP16,OP16-068,Trafalgar Law,character,onPlay|whenAttacking,donFromDeck+modifyPower,,yes,yes,"[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active.[When Attacking] If your Leader has the {Donquixote Pirates} type, this Character gains +3000 power during this turn."
OP16,OP16-069,Donquixote Doflamingo,character,onPlay|whenAttacking,donFromDeck,,,yes,[On Play]/[When Attacking] Add up to 1 DON!! card from your DON!! deck and set it as active.
OP16,OP16-070,Donquixote Rosinante,character,onPlay,grantKeyword+rest+donFromDeck,yes,yes,yes,"[Blocker][On Play] You may rest 2 of your DON!! cards: If your Leader has the {Navy} type, add up to 1 DON!! card from your DON!! deck and rest it."
OP16,OP16-071,Benevolent King of the Waves,character,onPlay|onKO,rest+trash+donFromDeck,yes,,yes,[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and rest it.[On K.O.] Add up to 1 DON!! card from your DON!! deck and rest it.
OP16,OP16-073,Borsalino,character,onPlay|endOfYourTurn,rest+donFromDeck+grantKeyword,,,yes,"[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it.[End of Your Turn] DON!! −2: Set this Character as active. Then, this Character gains [Blocker] until the end of your opponent's next End Phase."
OP16,OP16-074,Magellan,character,onPlay|onKO,(none),,,yes,"[On Play] If your Leader has the {Impel Down} type, your opponent returns 1 DON!! card from their field to their DON!! deck.[On K.O.] Your opponent returns 4 DON!! cards from their field to their DON!! deck."
OP16,OP16-075,Monkey.D.Garp,character,onPlay,rest+donFromDeck,,yes,yes,"[On Play] If your Leader has the {Navy} type, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it."
OP16,OP16-076,The Three Admirals!!,event,activateMain|counter,modifyPower+rest,yes,yes,yes,"[Main] You may rest 3 of your DON!! cards: Up to 3 of your {Admiral} type Characters gain +2000 power during this turn.[Counter] If you have an {Admiral} type Character, up to 1 of your Leader or Character cards gains +4000 power during this battle."
OP16,OP16-077,"""Buddha"" Sengoku",event,activateMain,lookTopDeck+trash,,,yes,"[Main] Look at 5 cards from the top of your deck; reveal up to 2 {Navy} type cards, add them to your hand and place the rest at the bottom of your deck in any order. Then, trash 1 card from your hand."
OP16,OP16-078,Marineford,stage,onPlay|activateMain,lookTopDeck+draw+rest+trash,yes,,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Navy} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Activate: Main] DON!! −1, You may rest this Stage: Draw 1 card and trash 1 card from your hand."
OP16,OP16-079,Yamato,leader,custom,grantKeyword+trash,,,yes,"When a {Land of Wano} type Character card is played from your trash, that Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
OP16,OP16-080,Marshall.D.Teach,leader,custom|onOpponentsAttack,modifyCost+trash,yes,,yes,[Opponent's Turn] All of your Characters gain +1 cost.[On Your Opponent's Attack] [Once Per Turn] You may trash 1 card with a [Trigger] from your hand: Change the target of that attack to this Leader or to one of your {Blackbeard Pirates} type Character cards.
OP16,OP16-081,Otama,character,activateMain,modifyPower+rest,yes,yes,yes,"[Activate: Main] You may rest this Character: If you have a Character with a cost of 8 or more, give up to 1 of your opponent's Characters −2000 power during this turn."
OP16,OP16-082,Kin'emon,character,custom|onPlay,modifyCost+lookTopDeck+trash,,yes,yes,"This Character gains +3 cost.[On Play] If your Leader has the {Land of Wano} type, look at 5 cards from the top of your deck; reveal up to 1 {Land of Wano} type card and add it to your hand. Then, trash the rest."
OP16,OP16-083,Kouzuki Oden,character,onPlay,draw+trash,yes,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may trash 1 Character card with a cost of 8 or more from your hand: Draw 2 cards."
OP16,OP16-084,Kouzuki Momonosuke,character,activateMain,trash+playCard,yes,yes,yes,"[Activate: Main] You may trash this Character with a cost of 20 or more: If you have 9 or more DON!! cards on your field, play up to 1 [Kouzuki Momonosuke] with a cost of 9 from your trash."
OP16,OP16-085,Kouzuki Momonosuke,character,onPlay,grantKeyword+trash+playCard,,,yes,[Blocker][On Play] Play up to 1 {Land of Wano} type Character card with a cost of 6 or less other than [Kouzuki Momonosuke] from your trash.
OP16,OP16-087,Shinobu,character,onPlay,draw+modifyCost+trash,yes,yes,yes,"[On Play] You may trash this Character: If your Leader has the {Land of Wano} type, draw 1 card and up to 1 of your [Kouzuki Momonosuke] gains +20 cost during this turn."
OP16,OP16-089,Dracule Mihawk,character,onPlay,draw+trash+modifyCost,,,yes,"[Rush: Character] (This card can attack Characters on the turn in which it is played.)[On Play] Draw 2 cards and trash 2 cards from your hand. Then, give up to 1 of your opponent's Characters −4 cost during this turn."
OP16,OP16-090,Tony Tony.Chopper,character,onPlay,draw+trash+ko,,,yes,"[On Play] Draw 2 cards and trash 2 cards from your hand. Then, K.O. up to 1 of your opponent's Characters with a cost of 1 or less."
OP16,OP16-091,Nami,character,onPlay,lookTopDeck+trash,,yes,yes,"[On Play] If your Leader has the {Land of Wano} type, look at 4 cards from the top of your deck; reveal up to 1 {Land of Wano} type card other than [Nami] and add it to your hand. Then, trash the rest."
OP16,OP16-092,Nico Robin,character,onPlay,draw+trash,yes,,yes,[On Play] You may trash 1 Character card with a cost of 8 or more from your hand: Draw 2 cards.
OP16,OP16-093,Bartholomew Kuma,character,onPlay,draw+trash+giveDon,,,yes,"[On Play] Draw 2 cards and trash 2 cards from your hand. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters."
OP16,OP16-094,Portgas.D.Ace,character,onKO|activateMain,giveDon,,,yes,[On K.O.] Your opponent trashes 2 cards from their hand.[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to 1 of your {Land of Wano} type Leader or Character cards.
OP16,OP16-096,Yamato,character,onKO,trash+playCard,,,yes,[Unblockable] (This card cannot be blocked.)[On K.O.] Play up to 1 [Yamato] with a cost of 6 or less from your trash.
OP16,OP16-097,Yamato,character,onPlay,trash+playCard,,,yes,"[On Play] Add up to 1 {Land of Wano} type Character card with a cost of 6 or less from your trash to your hand. Then, play up to 1 Character card with a cost of 2 or less from your hand."
OP16,OP16-098,Yamato,character,onPlay|activateMain,draw+trash+playCard,yes,,yes,[On Play] Draw 1 card and trash 1 card from your hand.[Activate: Main] You may trash this Character: Play up to 1 black [Yamato] with a cost of 8 from your trash.
OP16,OP16-099,I've Come Here... To Cut Those Chains!!!,event,activateMain|counter,rest+trash+playCard+modifyPower,yes,,yes,"[Main] You may rest 6 of your DON!! cards: Trash 5 cards from the top of your deck. Then, play up to 1 {Land of Wano} type Character card with a cost of 6 or less from your trash.[Counter] Your Leader gains +3000 power during this battle."
OP16,OP16-100,Hallowed Glacier Slash,event,activateMain|counter,rest+modifyPower,yes,yes,yes,"[Main] You may rest 2 of your DON!! cards: If your opponent's Character has been K.O.'d during this turn, set your Leader [Yamato] as active.[Counter] Your Leader gains +3000 power during this battle."
OP16,OP16-101,Mahoroba,event,activateMain|custom,modifyPower+ko+trash,,yes,yes,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have 10 or more cards in your trash, K.O. up to 1 of your opponent's Characters with a cost of 2 or less. [Trigger] Add up to 1 [Yamato] from your trash to your hand."
OP16,OP16-102,Avalo Pizarro,character,onKO|custom,draw+trash+playCard,,,yes,"[On K.O.] Draw 1 card, then play up to 1 [Fullalead] from your hand or trash. [Trigger] Activate this card's [On K.O.] effect."
OP16,OP16-103,Van Augur,character,onKO|custom,draw+modifyPower,,yes,yes,"[Opponent's Turn] [On K.O.] If your Leader has the {Blackbeard Pirates} type, draw 1 card and give up to 1 of your opponent's Leader or Character cards −3000 power during this turn. [Trigger] Activate this card's [On K.O.] effect."
OP16,OP16-104,Catarina Devon,character,whenAttacking|custom,draw+trash+playCard,,,yes,[When Attacking] Select up to 1 of your opponent's Characters. This Character's base power becomes the same as the selected Character's power during this turn. [Trigger] Draw 1 card and play up to 1 {Blackbeard Pirates} type Character with a cost of 1 from your trash.
OP16,OP16-105,Gecko Moria,character,custom,playCard+trash,,yes,yes,"[Trigger] If you have 1 or less Life cards, play up to 1 [Absalom], up to 1 [Dr. Hogback], and up to 1 [Perona], with a cost of 4 or less from your trash."
OP16,OP16-106,Sanjuan.Wolf,character,onKO|custom,draw,,yes,yes,"[On K.O.] If your Leader has the {Blackbeard Pirates} type, draw 1 card, then up to 1 of your Leader or Character cards' base power becomes 7000 during this turn. [Trigger] Activate this card's [On K.O.] effect."
OP16,OP16-107,Jesus Burgess,character,onKO|custom,trash+playCard,yes,,yes,[On K.O.] Add up to 1 card from the top of your opponent's Life cards to the owner's hand. [Trigger] You may trash 1 card from your hand: Play this card.
OP16,OP16-108,Shiryu,character,onPlay|custom,trash+lifeChange+draw,yes,,yes,[On Play] You may trash 1 card from your hand: Add up to 1 {Blackbeard Pirates} type card with a cost of 6 or less from your trash to the top of your Life cards face-up. [Trigger] Draw 2 cards.
